SampleID	site	Rep_of_sample	Filter_vol	longitude	latitude	altitude	date	status	team	river	tributary	river_width	river_depth	water_velocity	TEMP	PH	DO	conductivity	PrevDayRain	DayRain	DistFromPAedge	Regional_Division
YNC5	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC6	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC7	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC8	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC9	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC10	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC11	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC12	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC13	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC14	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC15	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC16	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC17	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC18	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC19	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC20	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC21	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC22	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNC23	NA	NA	NA	NA	NA	NA	NA	sample-neg-control	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
